entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_publicacion_fase_2,fecha_de_apertura_efectiva,fecha_adjudicacion,fecha_de_publicacion
GOBERNACIÓN DE RISARALDA**,891480085,Risaralda,Pereira,Territorial,Centralizada,CO1.REQ.9706998,SI-CDPS-64-2026,702280165,CO1.BDOS.9539938,PRESTACION DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO ADMINISTRATIVO DE LA SECRETARÍA DE INFRAESTRUCTURA DEL DEPARTAMENTO DE RISARALDA,PRESTACION DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO ADMINISTRATIVO DE LA SECRETARÍA DE INFRAESTRUCTURA DEL DEPARTAMENTO DE RISARALDA,Presentación de oferta,2026-01-16T00:00:00.000,2026-01-16T00:00:00.000,2026-01-16T00:00:00.000,22296000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),Pereira,SECRETARIA DE INFRAESTRUCTURA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9554270'},702280165,Presentación de oferta,,,,,,
GOBERNACIÓN DE RISARALDA**,891480085,Risaralda,Pereira,Territorial,Centralizada,CO1.REQ.9706998,SI-CDPS-64-2026,702280165,CO1.BDOS.9539938,PRESTACION DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO ADMINISTRATIVO DE LA SECRETARÍA DE INFRAESTRUCTURA DEL DEPARTAMENTO DE RISARALDA,PRESTACION DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO ADMINISTRATIVO DE LA SECRETARÍA DE INFRAESTRUCTURA DEL DEPARTAMENTO DE RISARALDA,Presentación de oferta,2026-01-16T00:00:00.000,2026-01-16T00:00:00.000,2026-01-16T00:00:00.000,22296000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),Pereira,SECRETARIA DE INFRAESTRUCTURA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9554270'},702280165,Presentación de oferta,,,,,,
GOBERNACIÓN DE RISARALDA**,891480085,Risaralda,Pereira,Territorial,Centralizada,CO1.REQ.9706998,SI-CDPS-64-2026,702280165,CO1.BDOS.9539938,PRESTACION DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO ADMINISTRATIVO DE LA SECRETARÍA DE INFRAESTRUCTURA DEL DEPARTAMENTO DE RISARALDA,PRESTACION DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO ADMINISTRATIVO DE LA SECRETARÍA DE INFRAESTRUCTURA DEL DEPARTAMENTO DE RISARALDA,Presentación de oferta,2026-01-16T00:00:00.000,2026-01-16T00:00:00.000,2026-01-16T00:00:00.000,22296000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),Pereira,SECRETARIA DE INFRAESTRUCTURA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9554270'},702280165,Presentación de oferta,,,,,,
BASPC Nº 19 *,800131272,Distrito Capital de Bogotá,No Definido,Nacional,Descentralizada,CO1.REQ.7308673,221-BASPC19-2024,701538282,CO1.BDOS.7173003,SUMINISTRO DE ALIMENTACION DE ALUMNOS Y SOLDADOS DE LA ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA Y BATALLON DE ASPC No.19 PARA LA VIGENCIA 2024-VIGENCIA FUTÚRA 2025 CON LA AGENCIA LOGIS,"SUMINISTRO DE ALIMENTACION DE ALUMNOS Y SOLDADOS DE LA ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA Y BATALLON DE ASPC No.19 PARA LA VIGENCIA 2024-VIGENCIA FUTÚRA 2025 CON LA AGENCIA LOGISTICA DE LAS FF.MM., REGIONAL CENTRO MEDIANTE CONTRATO INTERADMINISTRATIVO",Presentación de oferta,2024-12-13T00:00:00.000,2024-12-13T00:00:00.000,2024-12-13T00:00:00.000,6253839360,Contratación Directa (con ofertas),Contratos o convenios Interadministrativos (con valor),192,día(s),Bogotá,OFICINA DE CONTRATACIÓN BASCPN19,1,1,1,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.2130625,700985252,Distrito Capital de Bogotá,Bogotá,6253839360,SANDRA NADREA MARTINEZ SUAREZ,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,899999162,V1.50151513,Abierto,Otro,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7204565'},701538282,Adjudicado,2024-12-16T00:00:00.000,,,2024-12-13T00:00:00.000,2024-12-18T00:00:00.000,
AGENCIA NACIONAL DE TIERRAS - ANT,900948953,Distrito Capital de Bogotá,Bogotá,Nacional,Descentralizada,CO1.REQ.5703196,ANT-CPS-20243821,702066010,CO1.BDOS.5585850,PRESTACION DE SERVICIOS PROFESIONALES PARA LA SUBDIRECCION DE ACCESO A TIERRAS POR DEMANDA Y DESCONGESTION,"Prestar servicios profesionales para apoyar en las actividades jurídicas 
requeridas para el trámite de las respuestas a las peticiones, solicitudes, quejas 
y reclamos presentados, vinculados a los procesos misionales y administrativos 
de competencia de la Subdirección de Acceso a Tierras por Demanda y 
Descongestión",Presentación de oferta,2024-02-05T00:00:00.000,2024-02-05T00:00:00.000,2024-02-05T00:00:00.000,34225000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),Bogotá,GESTIÓN CONTRACTUAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5593478'},702066010,Presentación de oferta,,,,,,
SENA REGIONAL SANTANDER Grupo de Apoyo Administrativo Mixto,899999034,Santander,Bucaramanga,Nacional,Centralizada,CO1.REQ.1095966,PSP-STD-00149-2020,702441627,CO1.BDOS.1059272,GESTORES JUNIOR EMPRENDEMIENTO,"Prestar  servicios profesionales de apoyo a los usuarios de los Centros de Desarrollo empresarial,  de acuerdo los lineamientos de la Coordinación Nacional de Emprendimiento y a lo determinado por el Líder Regional de Red SENA - SBDC, así como en el cumplimiento  de las metas e indicadores asignados.",Presentación de oferta,2020-01-27T00:00:00.000,2020-01-27T00:00:00.000,2020-01-27T00:00:00.000,366080000,Contratación directa,Servicios profesionales y apoyo a la gestión,330,día(s),No Aplica,DESPACHO DIRECCIÓN,0,0,0,0,0,0,0,0,8,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1067428'},702441627,Presentación de oferta,,,,,,
ALCALDIA DE FLANDES,8001000556,Tolima,Flandes,Territorial,Centralizada,CO1.REQ.2354405,CPS-408-2021,704565175,CO1.BDOS.2290709,AUXILIAR DE ENFERMERIA SALUD,"CONTRATAR LA PRESTACIÓN DE SERVICIOS DE UNA AUXILIAR DE ENFERMERÍA PARA EL FORTALECIMIENTO DE LA SECRETARIA DE SALUD DEL MUNICIPIO EN PROCESOS DE INTENSIFICACIÓN DE ACCIONES DE VIGILANCIA EN SALUD PUBLICA, EN ESPECIAL, LAS RELACIONADAS CON LA VIGILANCIA DE LA PANDEMIA COVID19  Y LAS DEMÁS QUE SE REQUIERAN EN RELACIÓN A LA NATURALEZA DEL CONTRATO",Fase de ofertas,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,4873333,Contratación directa,Servicios profesionales y apoyo a la gestión,86,día(s),No Aplica,OFICINA DE CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101601,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2293809'},704565175,Fase de ofertas,,,,,,
ESE HOSPITAL MANUEL URIBE ANGEL,890906347,Antioquia,No Definido,Territorial,Centralizada,CO1.REQ.1672836,03-64401,703949024,CO1.BDOS.1622130,MESSER COLOMBIA S.A,"SUMINISTRO DE MATERIAL MEDICO QUIRÚRGICO PARA LA ATENCIÓN DE PACIENTES DE ALTA, MEDIANA Y BAJA COMPLEJIDAD EN TODAS LAS SEDES DE LA ESE.",Presentación de oferta,2020-12-24T00:00:00.000,2020-12-24T00:00:00.000,2020-12-24T00:00:00.000,828000,Contratación régimen especial,Regla aplicable,7,día(s),Envigado,PUBLICACION COMPRAS SIN CONTRATO,0,0,0,0,0,0,0,0,0,Cancelado,100,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.42311900,Abierto,Suministros,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1621644'},703949024,Presentación de oferta,,,,,,
E.S.E HOSPITAL SAN RAFAEL DE ITAGUI,890980066,Antioquia,No Definido,Territorial,Centralizada,CO1.REQ.10477638,OC31093,706731635,CO1.BDOS.10299245,CLOSTER PHARMA S.A.S.,MATERIAL MEDICO QUIRURGICO,Presentación de oferta,2026-05-28T00:00:00.000,2026-05-28T00:00:00.000,2026-05-28T00:00:00.000,2517500,Contratación régimen especial,Decreto 092 de 2017,30,día(s),Itagui,CONTRATOS Y COMPRAS,0,0,0,0,0,0,0,0,0,Cancelado,100,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.42295100,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10334453'},706731635,Presentación de oferta,,,,,,
MUNICIPIO DE TUTA,800027292,Boyacá,Tuta,Territorial,Centralizada,CO1.REQ.10652276,MT-CD-CA-021-2026,703665059,CO1.BDOS.10470318,ARRENDAMIENTO DEL BIEN INMUEBLE UBICADO DENTRO DE LA PLAZA DE MERCADO DEL  MUNICIPIO DE TUTA CLETO MEDINA CONSISTENTE EN EL LOCAL N8 UBICADO EL INMUEBLE  SE ENCUENTRA LOCALIZADO EN LA CARRERA 8 ENTR,"ARRENDAMIENTO DEL BIEN INMUEBLE UBICADO DENTRO DE LA PLAZA DE MERCADO DEL 
MUNICIPIO DE TUTA CLETO MEDINA CONSISTENTE EN EL LOCAL N8 UBICADO EL INMUEBLE 
SE ENCUENTRA LOCALIZADO EN LA CARRERA 8 ENTRE CALLES 4 Y 5, IDENTIFICADO CON 
EL FOLIO DE MATRÍCULA INMOBILIARIA 070-125648",Presentación de oferta,2026-07-14T00:00:00.000,2026-07-14T00:00:00.000,2026-07-14T00:00:00.000,0,Contratación directa,Arrendamiento de inmuebles,171,día(s),Tuta,SECRETARIA DE CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80131500,Abierto,Arrendamiento de inmuebles,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10508671'},703665059,Presentación de oferta,,,,,,
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE VENECIA,890980367,Antioquia,Venecia,Territorial,Descentralizada,CO1.REQ.6208489,JULIANA,701538761,CO1.BDOS.6088100,JULIANA MARIA ACEVEDO PALACIO,SERVICIOS COMO AUXILIAR DE ENFERMERIA EN SALUD PUBLICA,Presentación de oferta,2024-05-22T00:00:00.000,2024-05-22T00:00:00.000,2024-05-22T00:00:00.000,15550000,Contratación régimen especial,Decreto 092 de 2017,7,Mes(es),Venecia,CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85111500,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6160976'},701538761,Presentación de oferta,,,,,,
DEPARTAMENTO DE POLICIA CHOCO,800140951,Chocó,No Definido,Nacional,Centralizada,CO1.REQ.5265234,PN DECHO MIC 026 2023,701694218,CO1.BDOS.5148858,COMBUSTIBLE PLANTAS,"SUMINISTRO DE COMBUSTIBLES LÍQUIDOS Y GASEOSOS DERIVADOS DEL PETRÓLEO (GASOLINA CORRIENTE A.C.P.M.) PARA LAS PLANTAS ELÉCTRICAS DE LAS ESTACIONES, SUBESTACIONES DE LOS DISTRITOS I, II, III, IV Y LA BASE DEL DEPARTAMENTO DE POLICÍA CHOCÓ Y EL ÁREA DE SANIDAD CHOCÓ, EL CUAL APALANCA VIGENCIAS FUTURAS 2024.",Presentación de oferta,2023-11-10T00:00:00.000,2023-11-10T00:00:00.000,2023-11-10T00:00:00.000,70000000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,0,día(s),Quibdó,GRUPO DE CONTRATO,0,0,1,0,1,0,0,1,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.15101500,Cerrado,Suministros,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5162295'},701694218,Presentación de oferta,2023-11-17T00:00:00.000,2023-11-17T00:00:00.000,,2023-11-17T00:00:00.000,,
EMPRESA SOCIAL DEL ESTADO BELLOSALUD,800174995,Antioquia,Bello,Territorial,Centralizada,CO1.REQ.7025571,OC10-995-2024 TIENDA MEDICA,705410264,CO1.BDOS.6895074,MEDICAMENTOS,MEDICAMENTOS,Presentación de oferta,2024-10-17T00:00:00.000,2024-10-17T00:00:00.000,2024-10-17T00:00:00.000,32500,Contratación régimen especial,Regla aplicable,30,día(s),Bello,UC ESE BELLOSALUD,0,0,0,0,0,0,0,0,0,Cancelado,100,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.51211500,Abierto,Suministros,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6905751'},705410264,Presentación de oferta,,,,,,
Oficina de Control Interno - Alcaldía de Tuluá,891900272,Valle del Cauca,Tuluá,Territorial,Centralizada,CO1.REQ.4738241,210.20.1.12-2023,712856483,CO1.BDOS.4618643,210.20.1.12-2023,"PRESTACIÓN DE SERVICIOS PROFESIONAL EN APOYAR LA GESTIÓN DEL FORTALECIMIENTO DEL SISTEMA DE CONTROL INTERNO, APOYANDO CON EL SEGUIMIENTO A LOS PLANES DE ACCION DE LAS METAS DEL PLAN DE DESARROLLO 2020-2023-(MEDICIÓN EN PORCENTAJE DE CUMPLIMIENTO) SEGUIMIENTO AL PLAN INTEGRAL DE LOS RESIDUOS SOLIDOS-PGIRS- Y ACOMPAÑAMIENTO EN LAS AUDITORÍAS INTERNAS A REALIZAR POR LA OFICINA DE CONTROL INTERNO.",Presentación de oferta,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,16500000,Contratación directa,Servicios profesionales y apoyo a la gestión,150,día(s),Tuluá,Oficina de Control Interno - Alcaldía de Tuluá,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.84111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4638698'},712856483,Presentación de oferta,,,,,,
SENA REGIONAL ANTIOQUIA Grupo de Apoyo Administrativo Mixto,899999034,Antioquia,Medellín,Nacional,Centralizada,CO1.REQ.1276454,SP-RANT-TECNOPARQUE-0004-2020,704161363,CO1.BDOS.1237744,PRECOTIZACION MANTENIMIENTO DE EQUIPOS TECNOPARQUE,"Prestar servicio de mantenimiento correctivo y/o preventivo de equipos para la fabricación de prototipos funcionales de los proyectos correspondientes a las líneas de ingeniería y diseño, electrónica y telecomunicaciones, tecnologías virtuales y bio-nano tecnología de Tecnoparque nodo Medellín",Presentación de oferta,2020-05-11T00:00:00.000,2020-05-11T00:00:00.000,2020-05-11T00:00:00.000,0,Solicitud de información a los Proveedores,No,30,día(s),Medellín,UNIDAD DE CONTRATACION CESGE,286,0,11,0,7,0,0,7,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.73152100,Abierto,No,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1240021'},704161363,Presentación de oferta,2020-05-18T00:00:00.000,,,2020-05-11T00:00:00.000,,
DEPARTAMENTO DE ANTIOQUIA//,890900286,Antioquia,Medellín,Territorial,Centralizada,CO1.REQ.3530115,14189,700256027,CO1.BDOS.3439204,Prestación de servicios profesionales de apoyo a la gestión en materia técnica a la Dirección de Fiscalización Minera de la Secretaría de Minas,"Prestación de servicios profesionales de apoyo a la gestión en materia técnica a la Dirección de Fiscalización Minera de la Secretaría de Minas, en virtud de la delegación de fiscalización, seguimiento y control de los títulos mineros otorgada por la Agencia Nacional de Minería ANM.",Presentación de oferta,2022-10-26T00:00:00.000,2022-10-26T00:00:00.000,2022-10-25T00:00:00.000,125445378,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),Medellín,SECRETARIA DE MINAS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3444359'},700256027,Presentación de oferta,,,,,,
MUNICIPIO DE EL CERRITO.,800100533,Valle del Cauca,El Cerrito,Territorial,Centralizada,CO1.REQ.9465163,MC-VALLE-ELCERRITO-035-202,703714378,CO1.BDOS.9296564,EXAMENES MEDICOS,"PRESTACIÓN DE SERVICIOS PROFESIONALES PARA REALIZAR LAS EVALUACIONES MÉDICO-OCUPACIONALES DE LOS FUNCIONARIOS VINCULADOS A LA ADMINISTRACIÓN MUNICIPAL Y CAPACITACIÓN EN PROMOCIÓN Y PREVENCIÓN PARA EL MANTENIMIENTO DE LA SALUD EN EL TRABAJO, EN EL MUNICIPIO DE EL CERRITO VALLE",Presentación de oferta,2025-12-22T00:00:00.000,2025-12-22T00:00:00.000,2025-12-22T00:00:00.000,31005000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,0,día(s),No Aplica,DIRECCION ADMINISTRATIVA,0,0,2,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.2471972,726335995,Valle del Cauca,El Cerrito,30000000,EMNA JULIETH CAICEDO MONTAÑO,CENTRO MEDICO SPECIAL CARE IPS SAS,900791299,V1.85122201,Cerrado,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9321053'},703714378,Adjudicado,2025-12-24T00:00:00.000,2025-12-24T00:00:00.000,,2025-12-24T00:00:00.000,2025-12-29T00:00:00.000,
GOBIERNO DEPARTAMENTAL,8001136727,Tolima,No Definido,Territorial,Centralizada,CO1.REQ.9911963,CD-2026-PS-2226,702192410,CO1.BDOS.9743775,PRESTACION DE SERVICIOS,PRESTAR POR SUS PROPIOS MEDIOS Y CON PLENA AUTONOMÍA LOS SERVICIOS PROFESIONALES DE UN ADMINISTRADOR FINANCIERO PARA PRESTAR APOYO A LA SECRETARÍA DE HACIENDA - DIRECCIÓN FINANCIERA DE RENTAS E INGRESOS DE LA GOBERNACIÓN DEL TOLIMA.,Presentación de oferta,2026-01-24T00:00:00.000,2026-01-24T00:00:00.000,2026-01-24T00:00:00.000,21000000,Contratación directa,Servicios profesionales y apoyo a la gestión,180,día(s),Ibagué,SECRETARIA ADMINISTRATIVA Y DE TALENTO HUMANO,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9762100'},702192410,Presentación de oferta,,,,,,
UPRES VALLE,901361882,Valle del Cauca,Cali,Nacional,Centralizada,CO1.REQ.2100820,PN UPRES VALLE CD CPS 107/2021,709023915,CO1.BDOS.2042708,PN UPRES VALLE CD CPS 107/2021,CD CPS 107/2021 MEDICO,Fase de ofertas,2021-06-21T00:00:00.000,2021-06-21T00:00:00.000,2021-06-21T00:00:00.000,11092540,Contratación directa,Servicios profesionales y apoyo a la gestión,100,día(s),Cali,UNIDAD DE CONTRATACIÓN UPRES VALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80161500,Abierto,Prestación de servicios,No Definido,V185121502,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2044345'},709023915,Fase de ofertas,,,,,,
ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDÍO SAN JUAN DE DIOS,800000118,Quindío,Armenia,Nacional,Centralizada,CO1.REQ.9180627,CPS-2753-2025,713362234,CO1.BDOS.9016543,SOELY MOSCOSO MORENO,PRESTAR SERVICIOS MEDICOS ESPECIALIZADOS PARA BRINDAR APOYO ADMINISTRATIVO EN LOS SERVICIOS HOSPITALARIOS DE LA E.S.E HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS,Presentación de oferta,2025-10-30T00:00:00.000,2025-10-30T00:00:00.000,2025-10-30T00:00:00.000,15850598,Contratación régimen especial,Regla aplicable,2,Mes(es),No Aplica,CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9041204'},713362234,Presentación de oferta,,,,,,
ESE HOSPITAL LOCAL EL RETEN,819001796,No Definido,No Definido,Territorial,Centralizada,CO1.REQ.3821097,02-12-20222-037 DE 2022,704356666,CO1.BDOS.3725682,PRESTACION DE SERVICIOS DE CONDUCTOR PARA AMBULANCIA DEL PARQUE AUTOMOTOR DE LA ESE YO VEHICULOS DE TRANSPORTE DE LA MISMA EN EL CASO QUE SEA NECESARIO,PRESTACION DE SERVICIOS DE CONDUCTOR PARA AMBULANCIA DEL PARQUE AUTOMOTOR DE LA ESE YO VEHICULOS DE TRANSPORTE DE LA MISMA EN EL CASO QUE SEA NECESARIO,Presentación de oferta,2023-01-10T00:00:00.000,2023-01-10T00:00:00.000,2023-01-10T00:00:00.000,1550000,Contratación régimen especial,Regla aplicable,28,día(s),El Retén,E.S.E. Hospital Local El Retén,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3731101'},704356666,Presentación de oferta,,,,,,
MUNICIPIO DE OBANDO VALLE,891900902,Valle del Cauca,Obando,Territorial,Centralizada,CO1.REQ.8932607,2025155,704258987,CO1.BDOS.8773906,PRESTACION DE SERVICIOS DE APOYO A LA SECRETARÍA DE SALUD Y DESARROLLO SOCIAL; EN LA REALIZACIÓN DE ACTIVIDADES ENCAMINADAS A PROMOCIONAR FORTALECER Y DIFUNDIR  LA RECREACIÓN Y EL DEPORTE; CON FORMACI,"PRESTACION DE SERVICIOS DE APOYO A LA SECRETARÍA DE SALUD Y DESARROLLO SOCIAL, EN LA REALIZACIÓN DE ACTIVIDADES ENCAMINADAS A PROMOCIONAR FORTALECER Y DIFUNDIR  LA RECREACIÓN Y EL DEPORTE, CON FORMACIÓN EN DIFERENTES DISCIPLINAS DIRIGIDAS A LOS NIÑOS, NIÑAS, JÓVENES, ADOLESCENTES Y ADULTOS MAYORES DEL MUNICIPIO DE OBANDO, VALLE DEL CAUCA.",Presentación de oferta,2025-09-18T00:00:00.000,2025-09-18T00:00:00.000,2025-09-17T00:00:00.000,8400000,Contratación directa,Servicios profesionales y apoyo a la gestión,103,día(s),Obando,CONTRATACION 2024-2027,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8798303'},704258987,Presentación de oferta,,,,,,
